Date,Name,Year,Letterboxd URI,Rating,Rewatch,Tags,Watched Date
2025-12-05,Stalag 17,1953,https://boxd.it/bVRbx3,4,,,2025-12-04
2025-12-07,Bad Lieutenant,1992,https://boxd.it/bXbn5J,4,,,2025-12-05
2025-12-14,One False Move,1991,https://boxd.it/c28TjR,,,,2025-12-07
2025-12-10,JUJUTSU KAISEN: Execution -Shibuya Incident x The Culling Game Begins-,2025,https://boxd.it/bZADxn,,,,2025-12-09
2025-12-10,A Perfect World,1993,https://boxd.it/bZEudr,4.5,Yes,,2025-12-09
2025-12-12,Back to the Future,1985,https://boxd.it/c0CpCB,4,,,2025-12-10
2025-12-14,Police Story,1985,https://boxd.it/c28S0p,,Yes,,2025-12-11
2025-12-24,Free Fire,2016,https://boxd.it/cc52tN,,,,2025-12-12
2025-12-15,My New Partner II,1990,https://boxd.it/c2NhiX,3,Yes,,2025-12-13
2025-12-15,In Cold Blood,1967,https://boxd.it/c2P7DZ,,,,2025-12-14
2025-12-15,Behold Homolka,1970,https://boxd.it/c36C41,,,,2025-12-14
2025-12-17,Hogo Fogo Homolka,1971,https://boxd.it/c4H7Ev,,,,2025-12-15
2025-12-17,Larks on a String,1969,https://boxd.it/c4H8bJ,4.5,Yes,,2025-12-15
2025-12-18,Stand by Me,1986,https://boxd.it/c5Hm7P,4.5,,,2025-12-17
2025-12-19,The Snowdrop Festival,1984,https://boxd.it/c6CrvL,4,Yes,,2025-12-17
2025-12-23,Fail Safe,1964,https://boxd.it/caHCfZ,4.5,,,2025-12-20
2025-12-23,Suicide Bus,1998,https://boxd.it/caPc19,,,,2025-12-22
2025-12-24,The Emperor and the Golem,1952,https://boxd.it/cbRuGR,5,Yes,,2025-12-23
2025-12-24,Men About Town,1969,https://boxd.it/cbRBw5,4.5,Yes,,2025-12-23
2025-12-24,A Shot in the Dark,1964,https://boxd.it/ccM8lL,,,,2025-12-24
2025-12-27,Three Wishes for Cinderella,1973,https://boxd.it/cf7zgX,,Yes,,2025-12-24
2025-12-27,You Kiss Like a God,2009,https://boxd.it/cf7C2z,3.5,Yes,,2025-12-25
2025-12-27,Líbáš jako ďábel,2012,https://boxd.it/cf7Cjv,4,Yes,,2025-12-25
2025-12-27,That Man from Rio,1964,https://boxd.it/cf7Dj7,3.5,,,2025-12-25
2025-12-27,The Visitors,1993,https://boxd.it/cf7DPR,,Yes,,2025-12-26
2025-12-28,Peculiarities of the National Hunt in the Winter,2000,https://boxd.it/cgfscJ,4,Yes,,2025-12-26
2025-12-28,Peculiarities of the National Fishing,1998,https://boxd.it/cgfsDl,4,Yes,,2025-12-26
2025-12-28,Peculiarities of the National Hunt,1995,https://boxd.it/cgftEJ,4,Yes,,2025-12-26
2025-12-28,A Monkey in Winter,1962,https://boxd.it/cggaLD,3.5,,,2025-12-27
2025-12-30,"Marecek, Pass Me the Pen!",1976,https://boxd.it/cj23wb,4,Yes,,2025-12-27
2026-01-01,"Once Upon a Time, There Was a King...",1955,https://boxd.it/cliZAv,4,Yes,,2025-12-30
2026-01-01,The Proud Princess,1952,https://boxd.it/cliZ79,4,Yes,,2025-12-31
2026-01-01,A Clockwork Orange,1971,https://boxd.it/clErfn,,,,2025-12-31
2026-01-01,Some Like It Hot,1959,https://boxd.it/clEsdH,4.5,Yes,,2025-12-31
